Nombre,Puntuacion_IMDB,Puntuacion_Rotten_Tomatoes,Director,Guionistas,Argumento,Duracion
Knock-Out Mouse,N/A,N/A,Jon Huggins,Jon Huggins,,N/A
Terapia,N/A,N/A,María CastilloBeatriz Pasamón,María CastilloMarina Hollister,,N/A
Answering the Call,N/A,N/A,Martin Bell,Steven Grisez,,N/A
Writer's Cramp,N/A,N/A,Bahar Palabiyik,Bahar Palabiyik,A frustrated writer struggles to overcome writer's block.,N/A
Varied Voices,N/A,N/A,Karen Roberts,Karen Roberts,Three self-entitled friends go out for drinks and are clueless to how they sound to everyone else.,N/A
An Epic Sunday Run,N/A,N/A,Bayan Joonam,Aijia Grammer,,N/A
Smartphone,N/A,N/A,Marcel Mate,Marcel Mate,,N/A
Vagabunda de Meia Tigela,N/A,N/A,Otavio Chamorro,Otavio Chamorro,,N/A
Lara Love,N/A,N/A,Eva Duran,Eva Duran,,N/A
Happy 10th Birthday Tad!,N/A,N/A,Paul Walker,Paul Walker,"Shot specifically for Toronto After Dark Film Festival, one of the world's top film festivals in its genre. Played in 2015 at the festival celebrating their 10th anniversary.",N/A
Cuentas y cuentos,N/A,N/A,Sergio Prado,Ion Arretxe,Dos amigos de la infancia se reencuentran en la cola de un comedor social.,N/A
Pam Pam Padam,N/A,N/A,Tess de Vlieger,Mick Lindo,,N/A
Kill the noise 'Kill it 4 the Kids',N/A,N/A,Chris Ullens,Chris Ullens,,N/A
Draft Day,N/A,60%,Everett Phelps,Everett Phelps,,N/A
Agora É Sua Vez,N/A,N/A,Eduardo da Conceição,Felipe Leão,,N/A
The Artistic Nude,N/A,N/A,Savvy Jaye,Savvy Jaye,,N/A
Die Randgruppe,N/A,N/A,Julius Grimm,Julius Grimm,,N/A
One Fell Swoop,N/A,N/A,Keith Soper,Chi Laughlin,,N/A
Revenge of the Nunja,N/A,N/A,Keith Soper,Chi Laughlin,,N/A
Aqqqqqq and Narf,N/A,N/A,William Pawlowski,William Pawlowski,,N/A
Me Gustas,N/A,N/A,Roberto Cano,Roberto Cano,,N/A
Art Aches,N/A,N/A,Mykee Morettini,Mykee Morettini,"Sean, a struggling art student curses out his own talent feeling ""not good enough"" before his own paintings come to life to convince him of his (and their) worth.",N/A
Passmark,N/A,N/A,Reghu Nair,Preash Reghu,,N/A
Best Friend,N/A,N/A,Steph Twyford-Rigley,Steph Twyford-Rigley,,N/A
Let Me In,N/A,88%,Kenzie Sconce,Kenzie Sconce,"A seven year old girl loves her little dog. She takes care of her and handles the responsibility of feeding her. As the little girl goes about her day, she decides to make sure the dog has food. She catches her little brother trying to steal a cookie and then realizes she has left her little dog outside. She must let her in, but will she still be there? Will she still... Leer todo",N/A
The Unpredictable Twist,N/A,N/A,Steph Twyford-Rigley,Steph Twyford-Rigley,,N/A
G,N/A,28%,Andrés Manco,Andrés MancoRodrigo OliartDaniel Rodriguez,,N/A
Brak,N/A,N/A,Ilya Bazhko,Ilya Bazhko,,N/A
Mr. Vbashnevsky. Part 1,N/A,N/A,Mukhtar Makhtibekov,Temirkhanov KarimMukhtar Makhtibekov,,N/A
The Longest Day of the Year,N/A,N/A,Grant Moore,Grant Moore,,N/A
Vampiros,N/A,20%,Luca Z. Boskovitz,Luca Z. Boskovitz,"Júlio finds himself trapped in his own house party by his date, who claims to be a vampire.",N/A
La danza de la fortuna,N/A,N/A,Gabriel Spalletta,Gabriel Spalletta,,N/A
Boulevard des Italiens,N/A,N/A,Matteo Querci,Francesco Ciampi,,N/A
The Good Doctor,N/A,N/A,Chad Dion,Will Horton,A day in the life of a rather strange psychologist,N/A
It is no dream,N/A,N/A,Leni Gruber,Leni GruberAlexander Reinberg,"Platform diving is Ari's great passion.The outdoor swimming pool is his refuge from a bleak day-to-day life and from his jaded mother who spends the majority of her time watching superficial infomercials on TV. When Ari wants to show his worth to a youth gang, he has to face one of his biggest fears: the 10m-tower. Maybe the Olympic champion Dmitri Sautin can help?",N/A
Camera Chaos,N/A,N/A,Rémi Fréchette,Rémi Fréchette,-An accomplished director tries to get back to his artistic and creative roots by making a movie about himself making his first film.,N/A
V&B - « Famille »,N/A,N/A,Erwann Kerroc'h,Erwann Kerroc'h,,N/A
The Devil in the Clouds,N/A,N/A,Mark Thurstlic,Matthew Owen McKennaMark Thurstlic,,N/A
Motley Crudité,N/A,N/A,Lilyette Estanislao,Lilyette Estanislao,"Turn and burn out. A server greets her table only to realize it is comprised of all her least favorite guests. With requests and comments she's heard enough to last three lifetimes, the server is living through her worst nightmare. Is it time to hang up her apron for good? A satirical short anyone that's waited tables can relate to.",N/A
Art,N/A,N/A,Andy Wasyliw,N/A,,N/A
Aller-retour,N/A,N/A,Ludo Jaccard,Ludo Jaccard,"A selfish man dies, but is given a second chance to prove that he can be better. He's going to have to share the life of an ex-colleague he despises.",N/A
The Wrong Man,N/A,N/A,Matthew Garvin,Matthew Garvin,Ivan the Butcher is caught up in terrible case of the wrong identity.,N/A
PowerFem,N/A,N/A,Eve Hedderwick Turner,Eve Hedderwick Turner,,N/A
Kinderspiel (AT),N/A,N/A,Hannes Weiß,Christian Furrer,,N/A
The Rewinder,N/A,N/A,Pierce Nahigyan,Derek NahigyanPierce Nahigyan,,N/A
Gussa Thook Do,N/A,N/A,Mithun Mohan Udyawar,Tanay Karnesh,,N/A
El Golem,N/A,N/A,Joshua Gleiser,Joshua Gleiser,"The Golem is found and reanimated, but soon enough it realizes there are no real consequences to not following orders.",N/A
Epithet of Stupidity,N/A,N/A,WeiChen 'William' JiPeter Lakatos,Peter Lakatos,A pair of lazy ignoramuses stage various ridiculous injuries in order to earn a handicapped parking permit.,N/A
3x5,N/A,N/A,Camilla SaldarriagaAlexandra Velasco,Camilla SaldarriagaAlexandra Velasco,,N/A
Rallenty,N/A,N/A,Francesco Madeo,Simone Bracci,"One day David takes up his monotonous life and faces a radical professional and private change. Will courage be rewarded? What he sets in motion will lead him to face his destiny with delicacy, sincerity and a small dose of courage.",N/A
La traversée du Comique!,N/A,N/A,Benoît LabourdetteMacha Makeïeff,Thomas MorrisSiegfried,"A frantic and virtuoso sequence shot leading us through all the unusual and hidden whereabouts of the Opéra Comique in Paris in pursuit of an imaginary, but loud, opera singer, in search of her dog and her ""Maestro"".",N/A
Hate Mate,N/A,N/A,Sayan Mullick,Sayan Mullick,,N/A
One Slice,N/A,N/A,Tianyu Liu,Tianyu Liu,,N/A
Get Stuffed,N/A,N/A,Colin O'Toole,Tom Newton,,N/A
The Beautiful Losers,N/A,N/A,Chui Mui Tan,Fei Ling FooPete Teo,"After her singing career fails in Taiwan, Fei decides to move back to Malaysia to open a cafe. She meets up with Pete, an old friend she had not met in 10 years. Pete had just recently closed down his music bar. He brings her to a junkyard to hunt for furniture.",N/A
Pervoe svidanie,N/A,N/A,Anastasiya Safronova,Anastasiya Safronova,,N/A
Contacts,N/A,N/A,Isaiah Headen,Kelli Herod,,N/A
LG G4 Phone Review,N/A,N/A,Matthijs van Heijningen Jr.,JacksonGirlDivian Ladwa,"Three road test all their phones to make sure they have the best on offer. For the new LG G4, Jackson and Steve went into the woods to try out its new 16MP Hi-Res camera, IPS Quantum screen (four times the resolution of Full HD) and 470 hours of potential battery life. Check out their full review, including footage that Jackson shot himself using the LG G4. What could... Leer todo",N/A
Seis son multitud,N/A,N/A,Mebil Rosales,Mebil Rosales,"After reuniting with the members of his old rock band, a frustrated musician faces the person he considers responsible for a significant percentage of his current misfortunes: his ex-girlfriend.",N/A
So Smooth,N/A,N/A,Buck Estes,Buck Estes,,N/A
Her Too,N/A,N/A,Mattie Cooper,Adam Pitzler,A man has trouble with his phone.,N/A
The Bus,N/A,N/A,Arikarasudhan M,N/A,,N/A
Stuff My Mom Sends Me 2,N/A,N/A,Buck Estes,Buck Estes,,N/A
Just Empty It,N/A,N/A,Buck Estes,Buck Estes,,N/A
Ultimo banco,N/A,N/A,Diego C. Tartaglia,Diego C. Tartaglia,,N/A
Personal Problems,N/A,100%,Joseph Vecsey,Joseph Vecsey,,N/A
Blu-ray Billy: The Movie,N/A,N/A,Haydn Burrell-Ashbee,Blu-ray Billy,Blu-ray Billy and Haydn have to find out who hacked Blu-ray Billy's YouTube account.,N/A
Zombie Doll,N/A,N/A,Yadira Pascault Orozco,Yadira Pascault Orozco,,N/A
The Wrong Room,N/A,N/A,Jamie BuCher,Jamie BuCher,,N/A
State Farm Coneheads Commercial,N/A,N/A,Hank Perlman,Dan AykroydJane Curtin,A remake of the well received 'Jake from State Farm' commercial featuring Beldar and Prymaat Conehead of Saturday Night Live fame.,N/A
Simon's Cat: Kitten Chaos,N/A,N/A,Simon Tofield,Simon Tofield,"Watch our Kitten Chaos Collection, a compilation of films featuring your favourite mischievous kitten, giving Simon's Cat the run around.",N/A
Rationale,N/A,N/A,Frederik Paludan,Frederik Paludan,Anders wants his old ex back. And the way to do it is through the new guy.,N/A
Office,N/A,87%,Roane Borger,Roane Borger,a fun short about two guys arguing in the office,N/A
Je suis revenu,N/A,N/A,François Chabert,François Chabert,,N/A
El Peor Rapero de la Historia,N/A,N/A,Julian Iurchuk,N/A,,N/A
Writers,N/A,N/A,Bertrand Remaut,John BartlettRenee Pascalle BrierleyLuke Cederman,,N/A
Loopy,N/A,N/A,Bertrand Remaut,Bertrand Remaut,,N/A
Same Same,N/A,N/A,Bertrand Remaut,Bertrand Remaut,,N/A
The Most Romantic Cities: A Comedy Special,N/A,N/A,J. Lalonde,J. LalondeAmber Nelson,,N/A
Making Movies is Easy,N/A,N/A,Danny Caporaletti,Danny Caporaletti,Four friends discuss how easy it is to make a movie.,N/A
La Consulta,N/A,N/A,Elena San Máximo,Jesús GómezJesús GómezAlejandro Molla,,N/A
Dancer,N/A,N/A,June Zandona,Charlie LatanEmilie Livingston,,N/A
Served,N/A,N/A,Elizabeth Litvitskiy,Elizabeth Litvitskiy,,N/A
Pro Hockey Media Relations 101,N/A,N/A,Theo Kim,Jared Keeso,,N/A
Happy... and?!,N/A,N/A,Antoine Lhonoré-Piquet,Michel Frenna,"Arrived in Paris, an artist is looking for the casting that will make him famous.",N/A
Locked Out,N/A,66%,Mitch GraszatJamie Rogers,Jamie Rogers,,N/A
Shit,N/A,N/A,Sarah Hallam,Shane Savage,,N/A
Bishopston Massive,N/A,N/A,Scott Rivers,Scott Rivers,Mugsey goes out and visits the Bishopston Massive,N/A
The Doctor's Time Machine,N/A,N/A,Daniel MiddletonDr. TrayaurusEd Templer,N/A,,N/A
Entierro,N/A,N/A,Álvaro Martín Sanz,Álvaro Martín Sanz,"It seemed like an easy job, but death is often an unpredictable factor.",N/A
Cream,N/A,N/A,Adam J. Hart,Adam J. Hart,Two roommates fight over ice cream.,N/A
Baklava,N/A,N/A,Big Red Button,Big Red Button,"Despite his best efforts, a diligent chef makes a horrendous mistake as he prepares this classic but tricky dish.",N/A
In Circles,N/A,N/A,Calvin Chin,Calvin Chin,"A mildly depressed loser falls in love with a chance encounter at the park, throwing him into a vicious cycle of romance, competition, and first world problems.",N/A
Wi-Fi,N/A,N/A,Mark Bethune,Mark Bethune,"When the Wi-Fi goes down at a cafe, a group of freelancers react appropriately. (I'm being told this summary is too short. But, seriously, that's all that happens. The Wi-Fi goes down. People react. I have to write two-hundred and thirty-nine characters.)",N/A
Bearded Thomas,N/A,N/A,Rachel Stephens,Rachel Stephens,,N/A
A Merry Minecraft Christmas,N/A,N/A,Joe Bereta,Ryan FinnertyIan HecoxAnthony Padilla,"When Ian and Anthony are on their way home from seeing Star Wars, something happens to them that will change their lives. Is it a Christmas miracle? Watch and find out.",N/A
My Step Girlfriend,N/A,N/A,Matt Hyland,Matt HylandLogan Ritten,A teenage couple becomes closer than they thought.,N/A
Live A Little,N/A,N/A,Jonathan Shahan,Cait BraselShanna Clark,A greedy delivery driver convinces a naive youth leader to break into a house and steal a mysterious object with special powers.,N/A
Bobby McGee: Squirroil,N/A,N/A,Andrew T. McGary,Nick GrahlAndrew T. McGary,,N/A
Hotwells Massive,N/A,N/A,Scott Rivers,Scott Rivers,Mugsey and Chelsea Visit Hotwell Massive.,N/A
The Secret of Monkey Island Fan Movie,N/A,N/A,Daniele Spadoni,Ron GilbertDave GrossmanTim Schafer,,N/A
Spike Island Massive,N/A,N/A,Scott Rivers,Scott Rivers,Mugsey and Chelsea take a trip to Spike Island Massive,N/A
La Dispute,N/A,N/A,Alaïs Nevert,Lélia Nevert,,N/A
A Bitter Cold,N/A,N/A,Muhammad K. Smith,Muhammad K. Smith,,N/A
"Me, Myself and I",N/A,N/A,Jacob Shrimpton,Jacob Shrimpton,,N/A
El Grinch,N/A,N/A,Axel Casas,Axel Casas,,N/A
Tortuga Ninja Profesional,N/A,N/A,Axel Casas,Axel Casas,,N/A
Ninja Racing,N/A,N/A,Axel Casas,Axel CasasRobbi GrañaJosetxo,,N/A
Just One Kiss,N/A,N/A,Izzie Titberidze,Izzie Titberidze,,N/A
Le Picche,N/A,N/A,Paolo Novarese,Federico LimontaPaolo Novarese,,N/A
Alley Chats,N/A,N/A,Colin Mercer,Colin Mercer,"On a break, three working-class Joe's argue over conspiracy theories about how the political system is constructed to keep people like them dumb - or so they think.",N/A
Donosti Ninja,N/A,N/A,Axel Casas,Axel CasasRonquete,,N/A
YouTube ha detrozado mi familia,N/A,N/A,Axel Casas,Erik RomeroJosetxoDiego Figueiras,,N/A
Rob me Tender,N/A,N/A,Christina Diamantara,Christina Diamantara,,N/A
Le maître des lieux,N/A,N/A,Juan José Cea Escobar,Rémy Deloume,,N/A
Welcome home brother,N/A,N/A,Finn Walther,Finn WaltherMartin A. Walther,,N/A
404 Down,N/A,N/A,N/A,N/A,N/A,N/A
Keep Going,N/A,N/A,Tom A. Capps,Phillip Russell,A young lady runs through the woods to escape an abomination that never seems to tire.,N/A
Um Conto de Natal da Trafaria,N/A,N/A,Catarina D'OliveiraTiago D'Oliveira,Catarina D'OliveiraTiago D'Oliveira,,N/A
The Shed,N/A,59%,Scott DawsonDavid Sherbrook,Scott DawsonDavid Sherbrook,"'The Shed' tells the tale of a happy couple, Peter and Susan, having to deal with the stress of a new roommate, Donald, a strange young man with a dark secret. Why is he so nice? And what exactly is he keeping in the shed?",N/A
Fix It in Post,N/A,N/A,Katherine Sammons,Katherine Sammons,"Are you frustrated dealing with pesky camera settings, confusing sound devices, and expensive lighting equipment? Tired of failing at fixing all your mistakes in editing? Wouldn't you rather just have it all taken care of in a few seconds? Well, you're in luck. Introducing a brand new product: P.O.S.T., which can perform all post-production duties in an instant. BUY N... Leer todo",N/A
Rewind Dating,N/A,N/A,Tomás Alvarenga,Tomás Alvarenga,"In a world full of fast dating apps, a rewind button can be helpful, or not.",N/A
The Beginning of the Gozo Giant,N/A,N/A,Bryan Testa,N/A,,N/A
The Gozo Giant,N/A,N/A,Bryan Testa,N/A,,N/A
Second Hand Smoke,N/A,N/A,Neil FitzmauriceJazmine FranksDavid Hopper,N/A,,N/A
The Lockup,N/A,N/A,Paul Giddings,David HopperRichard Hurst,,N/A
"Gozo 10,000 BC",N/A,N/A,Bryan Testa,N/A,,N/A
Mugsey Goes Bristol Aquarium,N/A,N/A,Scott Rivers,Scott Rivers,Mugsey and Chelsea go to watch the fishes.,N/A
Gumball,N/A,N/A,Hunter Hopewell,Hunter Hopewell,,N/A
Mais Mu (Adverts),N/A,N/A,João Dall'Stella,João Dall'Stella,,N/A
Joker,N/A,33%,Chloé Ménager,Mathilde LaffontChloé Ménager,,N/A
Mickey the Mohel,N/A,N/A,Mitch Bronston,Mitch Bronston,A mohel brings a bag of foreskins to a tailor and asks him to make something from them.,N/A
Keep Shabbat with Me,N/A,N/A,Ashley Blaker,Ashley Blaker,,N/A
The Holiday Greeting,N/A,N/A,Louis C.K.Bobby MoynihanJenny Slate,N/A,Max and friends are getting in Christmas greeting cards.,N/A
Elisir Baklava,N/A,N/A,Massimiliano Battistella,Massimiliano Battistella,,N/A
Feel the Rush!,N/A,N/A,William CarpenterIgnacio Nacho GomezKyle Noonan,William CarpenterIgnacio Nacho GomezVirginie Maret,A businessman realizes he's late for an important meeting and in his desperation sends a robot in his place.,N/A
Resu,N/A,N/A,Yennengee,Yennengee,,N/A
How Old is She?!,N/A,N/A,Wesley ChanTed FuPhilip Wang,Taylor ChanWesley ChanChris Dinh,,N/A
Guerilla,N/A,N/A,Cat Furniss,Cat Furniss,,N/A
C Du Belge,N/A,N/A,Wahid Janati,Veronique Vandeven,,N/A
Predicciones QL,N/A,N/A,Esteban Rojas,Iván OyarzúnMariano Ramos,A comedy promo for the film Argentino QL,N/A
Navidad QL,N/A,N/A,Iván OyarzúnEsteban Rojas,Iván OyarzúnMariano Ramos,A Christmas comedy sketch by Jorge Alis and guests.,N/A
It's A No!,N/A,N/A,Nic Collins,Danny BackerNic Collins,,N/A
SSU - Sportswear Special Unit,N/A,N/A,Tom Vogel,Adam Lawes,A new unit has been created in the police department to strike fear in hardened criminals everywhere. The Sportswear Special Unit. Beware to all those that wear inappropriate sportswear everywhere.,N/A
The Chair,N/A,N/A,Adam Castillo,Ned Gayle,,N/A
Ring Runners,N/A,N/A,Pablo Praino,Manuel FacalNadia NavarroAnna O'Malley,"Tiana, a teenage occult fanatic, finds a ring that lets her summon tiny demons she will use to enact her revenge against anyone who mocked her. The only one standing in her way is her shy sister, Micaela.",N/A
Not As It Seems,N/A,N/A,Kenny ClarkTom Smith,Tom Smith,Sometimes you just can't judge a book by it's cover...or in this case a movie by it's first minute.,N/A
"The Good, the Bad, and the Pizza",N/A,N/A,Tom Smith,Tom Smith,The epic showdown for that last slice of pizza.,N/A
Million Dollar Squat,N/A,N/A,Austin Duerst,Austin Duerst,,N/A
It Caught on in a Flash,N/A,N/A,Jordan Pridgen,Julia BartlettReggie KoffmanTracie Mangold,"A married couple vacationing in Hollywood, CA get trapped with a sociopath when a nearby Halloween flash mob threatens to make them unwilling flash mob participants - FOREVER.",N/A
Este tipo se ha muerto y no se ha enterado,N/A,N/A,Carlos Garcia Cornejo,Ramón GarcíaManuel GoldPablo Saldarriaga,,N/A
